challenge_id,challenge_family_id,label,language,source,data_origin,label_provenance,length_bucket,token_count,subject,body,original_text,content_hash,template_hash,ml_prediction,ml_confidence,class_probabilities_json,detected_language,security_finding_codes,security_finding_descriptions,risk_score,risk_level,recommended_action,prediction_correct,security_signal_present_on_ml_miss,ml_normal_with_promotional_signal,error_taxonomy
challenge_en_spam_05_normal_length,en_spam_05,spam,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,180,Home products promotion,"Sale prices are available now on selected home products. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.","Home products promotion
Sale prices are available now on selected home products. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now. Recipients can browse additional packages, compare promotional bundles, and purchase an upgraded plan. The newsletter describes seasonal offers and includes marketing language intended to generate sales. An unsubscribe option is provided for recipients who no longer want commercial announcements. This bulk promotional message advertises products and paid services to a broad mailing list. The commercial campaign highlights sale prices, a limited-time discount, and a repeated invitation to shop now.",ecfefda3e06ea09089288aa72f3bfadafde547a5fffc725e4d8e88a85b658bc7,ecfefda3e06ea09089288aa72f3bfadafde547a5fffc725e4d8e88a85b658bc7,spam,0.8157099868,"{""normal"": 0.18391116377987776, ""phishing"": 0.00037884939818902717, ""spam"": 0.8157099868219331}",en,commercial_promotion,"Commercial, promotional, or marketing language was detected.",18,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_01_very_short,vi_spam_01,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,20,Giảm giá 70% hôm nay,Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin.,"Giảm giá 70% hôm nay
Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin.",9b4ca568b978ec979fae4527300efe540d0f98eb01bf98613733cc5a1cc454a4,9b4ca568b978ec979fae4527300efe540d0f98eb01bf98613733cc5a1cc454a4,normal,0.6508621298,"{""normal"": 0.6508621298317495, ""phishing"": 0.00016095521538494402, ""spam"": 0.34897691495286554}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",9,LOW,REVIEW,false,true,true,short promotional miss
challenge_vi_spam_01_short,vi_spam_01,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,64,Giảm giá 70% hôm nay,"Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.","Giảm giá 70% hôm nay
Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.",0a866f105561a3359e2be9b6752281f5d2c9554b355f6d4b0ccbf484ffdf0525,0a866f105561a3359e2be9b6752281f5d2c9554b355f6d4b0ccbf484ffdf0525,spam,0.9978673431,"{""normal"": 0.0012103681954347485, ""phishing"": 0.0009222887178815278, ""spam"": 0.9978673430866837}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_01_normal_length,vi_spam_01,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,184,Giảm giá 70% hôm nay,"Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.","Giảm giá 70% hôm nay
Ưu đãi lớn hôm nay. Mua ngay và có thể hủy đăng ký nhận tin. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.",344fb4e0c57545dbe52d0a80af6aad6d8489f80369caf7781357b17eb3e70627,344fb4e0c57545dbe52d0a80af6aad6d8489f80369caf7781357b17eb3e70627,spam,0.9857446028,"{""normal"": 0.01170828020355155, ""phishing"": 0.002547116959910424, ""spam"": 0.9857446028365381}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_02_very_short,vi_spam_02,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,16,Ưu đãi phần mềm,Mua gói phần mềm năng suất hôm nay với giá khuyến mãi.,"Ưu đãi phần mềm
Mua gói phần mềm năng suất hôm nay với giá khuyến mãi.",932c2ba9551897cd9ef23d5d382e4889ff19f8476226ebcb578dbdfe675bd294,932c2ba9551897cd9ef23d5d382e4889ff19f8476226ebcb578dbdfe675bd294,normal,0.8173094344,"{""normal"": 0.8173094343950991, ""phishing"": 0.0004464759416454124, ""spam"": 0.18224408966325564}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",7,LOW,REVIEW,false,true,true,short promotional miss|confidence overestimation
challenge_vi_spam_02_short,vi_spam_02,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,60,Ưu đãi phần mềm,"Mua gói phần mềm năng suất hôm nay với giá khuyến mãi. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.","Ưu đãi phần mềm
Mua gói phần mềm năng suất hôm nay với giá khuyến mãi. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.",aaeda20e2c49fae66aa3e00f1322ed2740cec775921ece24e4068420590ca1db,aaeda20e2c49fae66aa3e00f1322ed2740cec775921ece24e4068420590ca1db,spam,0.9972355766,"{""normal"": 0.0011924384014717058, ""phishing"": 0.0015719849714558895, ""spam"": 0.9972355766270724}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_02_normal_length,vi_spam_02,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,180,Ưu đãi phần mềm,"Mua gói phần mềm năng suất hôm nay với giá khuyến mãi. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.","Ưu đãi phần mềm
Mua gói phần mềm năng suất hôm nay với giá khuyến mãi. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.",288be9345ca854e8a3ba71bfd7ed2ab52eb39072e7fb036c290b87dc335b8f3e,288be9345ca854e8a3ba71bfd7ed2ab52eb39072e7fb036c290b87dc335b8f3e,spam,0.9872619501,"{""normal"": 0.00977386409343224, ""phishing"": 0.0029641857856623336, ""spam"": 0.9872619501209055}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_03_very_short,vi_spam_03,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,18,Khuyến mãi du lịch,Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm.,"Khuyến mãi du lịch
Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm.",492d061b47006e3ead1274b4c27c268f9cd9803f94d80cce849907fcf8dccabd,492d061b47006e3ead1274b4c27c268f9cd9803f94d80cce849907fcf8dccabd,normal,0.9017294693,"{""normal"": 0.9017294693459954, ""phishing"": 0.00016410313699894802, ""spam"": 0.0981064275170056}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",6,LOW,REVIEW,false,true,true,short promotional miss|confidence overestimation
challenge_vi_spam_03_short,vi_spam_03,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,62,Khuyến mãi du lịch,"Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.","Khuyến mãi du lịch
Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.",32517a9726b1954513675e64b0fb3f5ba87721cf068963b6d49f32a27fb835fc,32517a9726b1954513675e64b0fb3f5ba87721cf068963b6d49f32a27fb835fc,spam,0.996754155,"{""normal"": 0.0024105965531902715, ""phishing"": 0.0008352484090391809, ""spam"": 0.9967541550377705}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_03_normal_length,vi_spam_03,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,182,Khuyến mãi du lịch,"Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.","Khuyến mãi du lịch
Đặt chuyến đi trong ưu đãi giới hạn và giảm đến 60 phần trăm. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.",a3b18688ea08e477e5c25c183b345335ab69a6e7630389635ac4eb70d5a6ef9a,a3b18688ea08e477e5c25c183b345335ab69a6e7630389635ac4eb70d5a6ef9a,spam,0.9839960549,"{""normal"": 0.013868486725844483, ""phishing"": 0.0021354583293397497, ""spam"": 0.9839960549448158}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_04_very_short,vi_spam_04,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,18,Hội thảo tiếp thị,Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí.,"Hội thảo tiếp thị
Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí.",2e157f5bd4e8783e55ac95262e2c74358b1e65317e1c2f1cb8c8ca6ff9bd5077,2e157f5bd4e8783e55ac95262e2c74358b1e65317e1c2f1cb8c8ca6ff9bd5077,normal,0.9922788623,"{""normal"": 0.9922788622655833, ""phishing"": 0.002244626783692191, ""spam"": 0.005476510950724656}",vi,,,0,LOW,ALLOW,false,false,false,short promotional miss|confidence overestimation
challenge_vi_spam_04_short,vi_spam_04,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,62,Hội thảo tiếp thị,"Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.","Hội thảo tiếp thị
Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.",2d8a7f484d96c3dcc4730a9bb169ac75aa1ba5a4b9ac2ebb10faf08c70fdf63d,2d8a7f484d96c3dcc4730a9bb169ac75aa1ba5a4b9ac2ebb10faf08c70fdf63d,spam,0.990932461,"{""normal"": 0.006159306709196305, ""phishing"": 0.0029082322612255505, ""spam"": 0.9909324610295781}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_04_normal_length,vi_spam_04,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,182,Hội thảo tiếp thị,"Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.","Hội thảo tiếp thị
Đăng ký hội thảo thương mại và tìm hiểu các dịch vụ trả phí. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.",0927970c2af6e6e4bcd09f01bf6e36fd924ed7828cee699adb236ef44abe4ab5,0927970c2af6e6e4bcd09f01bf6e36fd924ed7828cee699adb236ef44abe4ab5,spam,0.9719149708,"{""normal"": 0.024245322813411442, ""phishing"": 0.003839706356127179, ""spam"": 0.9719149708304614}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_05_very_short,vi_spam_05,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,17,Khuyến mãi đồ gia dụng,Giá giảm đang áp dụng cho một số sản phẩm gia dụng.,"Khuyến mãi đồ gia dụng
Giá giảm đang áp dụng cho một số sản phẩm gia dụng.",8adb8aa7489ad5113213a932f5ca8dd59be502ccfa89c841f8e33943dfea7a3c,8adb8aa7489ad5113213a932f5ca8dd59be502ccfa89c841f8e33943dfea7a3c,normal,0.675669135,"{""normal"": 0.6756691349989371, ""phishing"": 4.842057762678713e-06, ""spam"": 0.32432602294330015}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",9,LOW,ALLOW,false,true,true,short promotional miss
challenge_vi_spam_05_short,vi_spam_05,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,61,Khuyến mãi đồ gia dụng,"Giá giảm đang áp dụng cho một số sản phẩm gia dụng. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.","Khuyến mãi đồ gia dụng
Giá giảm đang áp dụng cho một số sản phẩm gia dụng. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại.",f1dd7ae3cf0debf7b9e38561c76dc4ccad0afa874da288969f09e8a27f07ff33,f1dd7ae3cf0debf7b9e38561c76dc4ccad0afa874da288969f09e8a27f07ff33,spam,0.9960230688,"{""normal"": 0.0036831403775230403, ""phishing"": 0.0002937908052495043, ""spam"": 0.9960230688172276}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_vi_spam_05_normal_length,vi_spam_05,spam,vi,controlled_short_form_challenge,synthetic_challenge,scenario_definition,normal_length,181,Khuyến mãi đồ gia dụng,"Giá giảm đang áp dụng cho một số sản phẩm gia dụng. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.","Khuyến mãi đồ gia dụng
Giá giảm đang áp dụng cho một số sản phẩm gia dụng. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp. Bản tin mô tả chương trình theo mùa và sử dụng ngôn ngữ tiếp thị nhằm tạo doanh số. Tùy chọn hủy đăng ký nhận tin được cung cấp cho người không muốn nhận thông báo thương mại. Thông điệp quảng cáo hàng loạt này giới thiệu sản phẩm và dịch vụ trả phí tới một danh sách người nhận rộng. Chiến dịch thương mại nhấn mạnh giá khuyến mãi, mức giảm giới hạn và lời mời mua ngay được lặp lại. Người nhận có thể xem thêm các gói, so sánh ưu đãi và mua gói dịch vụ nâng cấp.",63a29eb4b7662b7e398bc3bd24e066e0b1d9b18112f1109c2a2859f52d0bf047,63a29eb4b7662b7e398bc3bd24e066e0b1d9b18112f1109c2a2859f52d0bf047,spam,0.9821092552,"{""normal"": 0.016411441032606628, ""phishing"": 0.0014793037938056312, ""spam"": 0.9821092551735877}",vi,commercial_promotion,"Vietnamese commercial, promotional, or marketing language was detected.",20,LOW,MOVE_TO_SPAM,true,false,false,
challenge_en_phishing_01_very_short,en_phishing_01,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,very_short,11,Account Alert,Your account is locked. Verify your password at http://account-verify.example/login.,"Account Alert
Your account is locked. Verify your password at http://account-verify.example/login.",dfeea2c1cf4412a4df7ffc269e94d846e1e37034881bb0911963e5cb5db25767,b22b53c19a868ef0299aec22412e744c6b38ba08eca2364daba87fc56e57d44f,phishing,0.9994123634,"{""normal"": 0.000585658984295591, ""phishing"": 0.999412363351069, ""spam"": 1.9776646353221883e-06}",en,account_suspension|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update.|The message claims that an account may be suspended, restricted, locked, or closed. Account restriction language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",86,CRITICAL,QUARANTINE,true,false,false,
challenge_en_phishing_01_short,en_phishing_01,phishing,en,controlled_short_form_challenge,synthetic_challenge,scenario_definition,short,64,Account Alert,Your account is locked. Verify your password at http://account-verify.example/login. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.,"Account Alert
Your account is locked. Verify your password at http://account-verify.example/login. The message claims that immediate action is required to avoid suspension of access to an important account. It directs the recipient to an unfamiliar sign-in location and asks for credentials or private verification details. The warning uses urgency and impersonation cues to pressure the recipient before there is time to verify the sender.",986f2fa3eef3b3d3890dc84c46cff97a3dae1c944c33052d37075f417c97afee,4a102eb16c0bb44472ebdc6993749cde6d4fff27397ee20266e0989e9b015141,phishing,0.9912408343,"{""normal"": 0.008754513395883727, ""phishing"": 0.9912408342906214, ""spam"": 4.6523134948029935e-06}",en,account_suspension|credential_request|plain_http|suspicious_token,"The message asks for sensitive account verification or an update.|The message claims that an account may be suspended, restricted, locked, or closed. Account restriction language was detected.|The URL explicitly uses HTTP instead of HTTPS.|The URL contains security-sensitive terms.",86,CRITICAL,QUARANTINE,true,false,false,
